otu,Phylum,Class,Order,Family,Genus,Species,Subspecies,Similarity,Status,Process ID
otu710,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,microtus,,82.72,Published,GBGCR1557-18
,Arthropoda,Malacostraca,Decapoda,Penaeidae,Parapenaeus,longirostris,,82.72,Published,GBCDA2223-12
,Arthropoda,Malacostraca,Decapoda,Penaeidae,Parapenaeus,longirostris,,82.72,Published,GBCDA2224-12
,Arthropoda,Malacostraca,Decapoda,Penaeidae,Parapenaeus,longirostris,,82.72,Published,GBCDA2225-12
,Arthropoda,Malacostraca,Decapoda,Penaeidae,Parapenaeus,longirostris,,82.72,Published,GBCDA2226-12
,Arthropoda,Malacostraca,Decapoda,Penaeidae,Parapenaeus,longirostris,,82.72,Published,GBCDA2227-12
,Arthropoda,Malacostraca,Decapoda,Penaeidae,Parapenaeus,longirostris,,82.72,Published,GBCDA2228-12
,Arthropoda,Malacostraca,Decapoda,Penaeidae,Parapenaeus,longirostris,,82.72,Published,GBCDA2229-12
,Arthropoda,Malacostraca,Decapoda,Penaeidae,Parapenaeus,longirostris,,82.72,Published,GBCDA2231-12
,Arthropoda,Malacostraca,Decapoda,Penaeidae,Parapenaeus,longirostris,,82.72,Published,GBCDA2232-12
,Arthropoda,Malacostraca,Decapoda,Penaeidae,Parapenaeus,longirostris,,82.72,Published,GBCDA2233-12
,Arthropoda,Insecta,Diptera,Cecidomyiidae,,,,82.05,Published,GMHME749-15
,Arthropoda,Collembola,Entomobryomorpha,,,,,81.61,Private,
,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Eurycope,inermis complex sp. E AD-2018,,81.48,Published,GBCMI3692-19
,Arthropoda,Malacostraca,Decapoda,Penaeidae,Parapenaeus,longirostris,,81.48,Published,GBCDA2230-12
,Chordata,Reptilia,Squamata,Scincidae,Sphenomorphus,melanopogon,,81.48,Early-Release,
,Arthropoda,Insecta,Diptera,Chironomidae,,,,81.48,Published,CNWAC1243-14
,Arthropoda,Insecta,Hemiptera,Tingidae,,,,81.48,Published,GMSUI040-15
,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Eucyclops,leptacanthus,,81.48,Published,SKAAN554-19
,Arthropoda,Insecta,Diptera,Cecidomyiidae,Dasineura,mali,,81.48,Private,
otu717,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
otu723,Arthropoda,Insecta,Coleoptera,,,,,90.91,Published,PLAFC1041-21
,Arthropoda,Insecta,Coleoptera,Histeridae,,,,88.89,Published,PLPDC199-20
,Heterokontophyta,Oomycota,,,,,,88.46,Private,
,Heterokontophyta,Oomycota,,,,,,86.9,Private,
,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lysmata,debelius,,85.9,Published,AMINV010-08
,Arthropoda,Insecta,Coleoptera,Throscidae,,,,84.62,Published,JIEET131-16
,Arthropoda,Insecta,Hemiptera,Cicadellidae,Draeculacephala,,,84.62,Published,AGAKS1730-17
,Arthropoda,Arachnida,Araneae,Theridiidae,Canalidion,montanum,,84.42,Published,SSJAD4087-13
,Arthropoda,Insecta,Coleoptera,Throscidae,,,,84.42,Published,JIEEN022-16
,Arthropoda,Insecta,Hemiptera,Miridae,Polymerus,cognatus,,84,Published,GBMHH24270-19
,Arthropoda,Insecta,Hemiptera,Miridae,Polymerus,cognatus,,84,Published,GBMHH24269-19
,Arthropoda,Insecta,Hemiptera,Miridae,Polymerus,cognatus,,84,Published,GBMHH24268-19
,Arthropoda,Insecta,Hemiptera,Miridae,Polymerus,cognatus,,84,Published,GBMHH24267-19
,Arthropoda,Insecta,Hemiptera,Miridae,Polymerus,cognatus,,84,Published,GBMIN29218-13
,Arthropoda,Insecta,Siphonaptera,Ceratophyllidae,Opisodasys,pseudarctomys,,83.95,Published,ESAP035-13
,Arthropoda,Arachnida,Araneae,Araneidae,Trichonephila,edulis,,83.95,Private,
,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Salishia,sanguinea,,83.72,Published,ABMMC2273-08
,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Zonaria,tournefortii,,83.33,Published,MANC024-13
,Arthropoda,Insecta,Diptera,Cecidomyiidae,,,,83.33,Private,
,Arthropoda,Insecta,Diptera,Cecidomyiidae,,,,83.33,Private,
otu724,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,aminophilus,,68.75,Published,GBBAC352-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,versutus,,67.36,Published,GBBAC4420-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,denitrificans,,66.67,Published,GBBAC4441-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,denitrificans,,66.67,Published,GBBAC4437-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,halophilus,,65.97,Published,GBBAC4333-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,sphaerophysae,,63.89,Published,GBBAC4500-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,sp.,,63.19,Published,GBBAC4519-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,sp.,,63.19,Published,GBBAC4514-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,sp.,,62.5,Published,GBBAC4517-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,sp.,,62.5,Published,GBBAC4498-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,denitrificans,,61.81,Published,GBBAC4701-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,denitrificans,,61.81,Published,GBBAC353-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,sp.,,61.22,Published,GBBAC4354-15
,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiacanthidae,Ophioplinthaca,semele,,60.61,Published,GBMND95397-21
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,,59.72,Published,GBBAC4154-15
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,sp.,,59.03,Published,GBBAC4209-15
,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiacanthidae,Ophioplinthaca,defensor,,58.89,Published,GBMND31343-21
,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiacanthidae,Ophioplinthaca,sp. n. WC-2020,,58.59,Published,GBMND95399-21
,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,sphaeroides,,58.33,Published,GBBAC377-15
,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiacanthidae,Ophioplinthaca,defensor,,57.78,Published,GBMND31353-21
otu728,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Ceramium,secundatum,,82.76,Published,PNMIA1491-14
,Rhodophyta,Florideophyceae,Rhodymeniales,Lomentariaceae,Lomentaria,articulata,,82.67,Published,PNMIA426-14
,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Pyropia,leucosticta,,82.14,Published,PNMIA822-14
,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Heptagenia,flavescens,,82.05,Published,INHSE146-09
,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Polysiphonia,sp. 1paniculata,,81.61,Private,
,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Odonthalia,floccosa,,81.61,Private,
,Rhodophyta,Florideophyceae,Plocamiales,Plocamiaceae,Plocamium,lyngbyanum,,81.61,Published,PNMIA660-14
,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,spinosum,,81.61,Published,PNMIA728-14
,Rhodophyta,Florideophyceae,Plocamiales,Plocamiaceae,Plocamium,lyngbyanum,,81.61,Published,PNMIA1981-14
,Arthropoda,Collembola,Entomobryomorpha,Tomoceridae,,,,81.33,Early-Release,
,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Scagelia,pylaisaei,,80.77,Early-Release,
,Arthropoda,Insecta,Diptera,Ceratopogonidae,,,,80.77,Private,
,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Savoiea,robusta,,80.46,Early-Release,
,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Mastocarpus,alaskensis,,80.46,Private,
,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Neorhodomela,oregona,,80.25,Early-Release,
,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Polyneura,bonnemaisonii,,80.25,Published,PNMIA943-14
,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Leptonema,,,80.25,Private,
,Chordata,,,,,,,80,Published,MAMN1560-18
,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Polyneura,latissima,,80,Private,
,Arthropoda,Insecta,Coleoptera,,,,,80,Private,
otu73,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
otu731,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
otu732,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
otu734,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
otu74,Arthropoda,Insecta,Diptera,Ephydridae,Scatella,,,97.44,Published,SSEIB12287-13
,Arthropoda,Insecta,Diptera,Tachinidae,Cylindromyia,propusilla,,96.77,Early-Release,
,Arthropoda,Insecta,Diptera,Psychodidae,Phlebotomus,halepensis,,96.58,Private,
,Arthropoda,Insecta,Diptera,Tachinidae,Winthemia,pinguis,,96.55,Published,ASCRV345-10
,Arthropoda,Collembola,Symphypleona,Sminthurididae,Sminthurides,,,96.43,Early-Release,
,Arthropoda,Insecta,Coleoptera,Latridiidae,Corticaria,ferruginea,,96.43,Published,NGSFT947-15
,Arthropoda,Insecta,Diptera,Psychodidae,Migonemyia,migonei,,96.43,Published,MABR089-17
,Arthropoda,Insecta,Diptera,Psychodidae,Migonemyia,migonei,,96.43,Published,MABR088-17
,Arthropoda,Insecta,Diptera,Psychodidae,Migonemyia,migonei,,96.43,Published,MABR087-17
,Arthropoda,Insecta,Diptera,Psychodidae,Psathyromyia,lanei,,96.43,Private,
,Arthropoda,Insecta,Diptera,Psychodidae,Nyssomyia,neivai,,96.43,Private,
,Arthropoda,Insecta,Diptera,Psychodidae,Nyssomyia,neivai,,96.43,Private,
,Arthropoda,Insecta,Diptera,Psychodidae,Phlebotomus,halepensis,,96.4,Private,
,Arthropoda,Insecta,Diptera,Ephydridae,Scatella,tenuicosta,,96.3,Private,
,Arthropoda,Insecta,Diptera,Pipunculidae,Tomosvaryella,parakuthyi,,96.15,Published,GBMIN59605-17
,Arthropoda,Insecta,Diptera,Limoniidae,Limonia,,,96.15,Published,JSDIQ269-10
,Arthropoda,Arachnida,Opiliones,,,,,96.15,Published,GENHP175-11
,Arthropoda,Insecta,Diptera,Ephydridae,Glenanthe,fuscinervis,,96.15,Early-Release,
,Arthropoda,Arachnida,Opiliones,Phalangiidae,Lacinius,ephippiatus,,96.15,Private,
,Arthropoda,Insecta,Diptera,Anthomyiidae,Delia,platura,,96.15,Published,SSJAD2588-13
otu741,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,leiostraca,,79.17,Published,JRPAA9889-15
,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,leiostraca,,79.17,Published,JRPAA9143-15
,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Arachnocolus,phillipsi,,78.21,Private,
,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coelophora,inaequalis,,76.92,Published,SYC6706-14
,Chlorophyta,Chlorophyceae,Volvocales,Dunaliellaceae,Dunaliella,salina,,76.79,Published,JRPAA9140-15
,Arthropoda,Arachnida,Ixodida,Ixodidae,Ixodes,,,76.77,Published,GBCH5613-13
,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Hydroptila,,,76.19,Published,CFWIC878-10
,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Hydroptila,,,76.19,Published,CFWIC879-10
,Arthropoda,Insecta,Diptera,Tachinidae,Lespesia,Wood23,,76.19,Published,ACGBA7153-17
,Arthropoda,Insecta,Diptera,Cecidomyiidae,,,,76.19,Published,CNNHG807-14
,Arthropoda,Insecta,Diptera,Tachinidae,Erythromelana,sp. 3 DJI-2011,,76.04,Private,
,Arthropoda,Insecta,Diptera,Tachinidae,Lespesia,posticaDHJ01,,76,Published,ASTAS107-06
,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,iridipennis,,76,Private,
,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Dikerogammarus,haemobaphes,,76,Private,
,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Dikerogammarus,haemobaphes,,76,Private,
,Arthropoda,Insecta,Coleoptera,Nitidulidae,Epuraea,,,75.93,Published,UAMU948-14
,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,,75.86,Published,GBDP50408-19
,Arthropoda,Insecta,Diptera,Tachinidae,Lespesia,Wood30DHJ01,,75.86,Published,ASTAC116-06
,Arthropoda,Insecta,Diptera,Tachinidae,Calolydella,adelinamoralesae,,75.86,Published,ASTAS180-06
,Arthropoda,Insecta,Diptera,Tachinidae,Lespesia,Wood10DHJ01,,75.86,Published,ASTAQ441-06
otu749,Ascomycota,Ascomycota_class_incertae_sedis,Ascomycota_order_incertae_sedis,Ascomycota_family_incertae_sedis,Verticillium,nonalfalfae,,86.42,Published,GBSP10228-18
,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Trichillidium,pilosum,,86,Private,
,Ascomycota,Sordariomycetes,,,,,,85.82,Private,
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,lenta,,85.37,Published,LHM009-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,minima,,85.37,Published,LHM010-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,85.37,Published,LHM012-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,85.37,Published,LHM013-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,85.37,Published,LHM014-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,85.37,Published,LHM015-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,85.37,Published,LHM016-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,85.37,Published,LHM017-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,85.37,Published,LHM018-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,85.37,Published,LHM019-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,85.37,Published,LHM020-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,85.37,Published,LHM021-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,85.37,Published,LHM022-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,85.37,Published,LHM023-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,85.37,Published,LHM024-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,85.37,Published,LHM025-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,85.37,Published,LHM026-08
otu75,Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellio,sp. DY-009,,91.67,Published,GBCMI5553-19
,Arthropoda,Diplopoda,Polydesmida,Xystodesmidae,,,,90,Private,
,Arthropoda,Diplopoda,Polydesmida,Xystodesmidae,,,,89.33,Private,
,Nemertea,,,,,,,88.89,Published,GBSP5440-13
,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Stator,sordidus,,88.1,Published,GBCL2286-06
,Arthropoda,Thecostraca,Sessilia,Chthamalidae,Chthamalus,proteus,,88,Published,GBFCC0318-06
,Arthropoda,Insecta,Coleoptera,Cerambycidae,Judolia,instabilis,,88,Published,CERPA130-08
,Arthropoda,Insecta,Coleoptera,Carabidae,Stenolophus,mixtus,,88,Private,
,Arthropoda,Insecta,Diptera,Sciaridae,Corynoptera,,,88,Published,SSWLD2336-13
,Arthropoda,Insecta,Diptera,Ceratopogonidae,Dasyhelea,,,88,Published,CNWAE1586-14
,Arthropoda,Insecta,Coleoptera,Carabidae,Badister,notatus,,88,Published,BETN6315-19
,Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellio,scaber,,87.8,Published,GENHP299-11
,Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellio,scaber,,87.8,Published,GENHP305-11
,Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellio,scaber,,87.8,Published,CNPEF1080-14
,Arthropoda,Malacostraca,Decapoda,Parastacidae,Parastacus,pugnax,,87.65,Published,GBMND16645-21
,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Galacantha,subspinosa,,87.65,Published,GBCMD6993-13
,Arthropoda,Insecta,Diptera,Cecidomyiidae,,,,87.65,Published,CNKTC751-15
,Arthropoda,Insecta,Diptera,Chironomidae,,,,87.65,Private,
,Arthropoda,Insecta,Diptera,Hybotidae,,,,87.65,Published,GMCDU355-17
,Arthropoda,Insecta,Diptera,Psychodidae,Evandromyia,termitophila,,87.65,Published,MABR064-17
otu753,Arthropoda,Hexanauplia,Harpacticoida,Harpacticidae,Tigriopus,californicus,,82.72,Published,GBFCM141-13
,Arthropoda,Hexanauplia,Harpacticoida,Harpacticidae,Tigriopus,californicus,,81.48,Published,GBFCM140-13
,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,Halopeltis,prostrata,,80.39,Private,
,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,Rhodymenia,californica,,80.3,Private,
,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,Rhodymenia,californica,,80.3,Published,ABMMC2969-08
,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,Rhodymenia,californica,,80.3,Private,
,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,Halopeltis,sp. 2Cocos,,80.25,Private,
,Arthropoda,Hexanauplia,Harpacticoida,Harpacticidae,Tigriopus,californicus,,80.25,Published,GBFCM133-13
,Arthropoda,Hexanauplia,Harpacticoida,Harpacticidae,Tigriopus,californicus,,80.25,Published,GBFCM142-13
,Arthropoda,Hexanauplia,Harpacticoida,Harpacticidae,Tigriopus,californicus,,80.25,Published,GBFCM143-13
,Porifera,Demospongiae,,,,,,80.25,Private,
,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Ahnfeltiopsis,devoniensis,,80.18,Published,PNMIA1369-14
,Rhodophyta,Florideophyceae,Ahnfeltiales,Ahnfeltiaceae,Ahnfeltia,plicata,,80.16,Published,PNMIA1370-14
,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Centroceras,gasparrinii,,80.16,Published,JRPAA8787-15
,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Centroceras,gasparrinii,,80.16,Published,JRPAA8786-15
